city,district,front,rooms,living_rooms,bath_rooms,street_width,level,age,kitchen,garage,elevator,area,dimension_1,dimension_2,price
جدة,حي النسيم,جنوبية,5,1,3,20,3,0,1,1,1,179,13,13,770000
عنيزة,حي اليمامة,غربية,3,3,4,20,1,0,1,1,0,270,16,16,520000
جدة,حي الفيحاء,غربية,1,1,4,16,3,0,0,0,0,190,13,13,780000
جدة,حي الريان,جنوبية غربية,5,1,3,25,5,0,1,1,1,270,16,16,700000
الدمام,حي النور,شرقية,5,1,3,19,2,0,1,1,1,200,14,14,560000
الرياض,حي الدار البيضاء,شرقية,6,1,4,30,2,0,1,0,1,278,16,16,580000
صفوى,حي ابو معن,شمالية,4,1,4,40,1,0,1,1,0,223,14,14,680000
جدة,حي النزهة,شمالية,5,1,4,5,2,0,1,1,1,180,13,13,760000
الدمام,حي الشعلة,جنوبية,5,1,3,20,1,0,1,0,1,180,13,13,580000
جدة,حي الواحة,شرقية,4,1,3,25,4,0,1,1,1,138,11,11,550000
جدة,حي طيبة,شمالية,4,1,2,20,3,0,1,1,1,135,11,11,370000
جدة,حي الريان,شمالية,4,1,2,39,4,2,1,1,1,103,10,10,440000
جدة,حي الواحة,شرقية,4,1,2,20,3,5,1,1,1,116,10,10,420000
الدمام,حي النور,شمالية غربية,4,1,4,22,2,0,1,0,1,285,16,16,730000
الرياض,حي ظهرة لبن,جنوبية,3,1,2,30,1,0,1,1,1,107,10,10,600000
الجبيل,حي مخطط الدخل المحدود,غربية,4,1,4,40,1,0,1,0,0,253,15,15,700000
الدمام,حي الشعلة,جنوبية,5,1,3,20,1,0,0,0,0,185,13,13,600000
جدة,حي الصفا,شمالية,4,1,5,40,5,0,1,1,1,170,13,13,540000
جدة,حي المروة,شمالية,5,1,4,30,1,0,1,1,1,150,12,12,645000
الدمام,حي النور,شرقية,5,1,3,16,2,0,1,1,1,220,14,14,570000
الجبيل,حي مخطط الدخل المحدود,جنوبية,4,1,3,40,1,0,1,0,0,224,14,14,700000
الدمام,حي الشعلة,شرقية,6,1,3,18,2,0,0,0,1,280,16,16,730000
الرياض,حي ظهرة لبن,شمالية شرقية,5,1,3,30,1,2,1,0,0,145,12,12,600000
الرياض,حي ظهرة نمار,شرقية,3,1,3,29,1,0,1,0,1,176,13,13,700000
جدة,حي طيبة,شمالية,3,1,3,25,2,0,1,1,1,138,11,11,430000
الرياض,حي طويق,شمالية,3,1,3,19,1,0,1,0,1,175,13,13,640000
الرياض,حي القادسية,جنوبية,3,1,3,36,1,0,1,1,1,117,10,10,630000
جدة,حي الواحة,شرقية,4,1,2,20,3,0,1,0,1,112,10,10,530000
الدمام,حي النور,جنوبية,5,1,3,5,2,0,0,0,1,175,13,13,480000
جدة,حي الصفا,شرقية,5,1,5,20,5,0,1,1,1,220,14,14,750000
الخبر,حي الحمرا,شرقية,5,1,4,20,2,0,1,0,1,194,13,13,680000
جدة,حي طيبة,شمالية,5,1,3,30,3,0,1,1,1,184,13,13,485000
جدة,حي مريخ,جنوبية شرقية,5,1,4,40,2,0,1,1,1,225,15,15,600000
الدمام,حي الشعلة,جنوبية,5,1,3,15,2,0,1,1,1,195,13,13,660000
الدمام,حي الشعلة,جنوبية,5,1,3,19,2,0,1,0,1,200,14,14,670000
الدمام,حي الشعلة,شرقية,3,1,3,60,2,0,1,1,1,147,12,12,500000
جدة,حي الواحة,شمالية شرقية,4,1,3,30,3,0,1,1,1,130,11,11,540000
جدة,حي الواحة,شرقية,4,1,3,22,3,0,1,1,1,130,11,11,445000
الدمام,حي الشعلة,شمالية,5,1,3,15,1,0,1,0,0,185,13,13,560000
مكة المكرمة,حي الاندلس,شرقية,1,1,1,80,5,0,1,1,1,61,7,7,580000
بريدة,حي الريان,شمالية,4,1,4,15,2,6,1,1,0,180,13,13,360000
الدمام,حي الجوهرة,غربية,3,1,3,15,3,5,1,1,1,237,15,15,550000
جدة,حي مريخ,شمالية,4,1,3,41,1,4,1,0,1,135,11,11,650000
الدمام,حي النور,شرقية,3,1,3,5,2,0,1,1,1,150,12,12,460000
الدمام,حي الشعلة,شمالية,5,1,3,18,2,0,1,1,1,195,13,13,665000
الرياض,حي بدر,غربية,6,1,4,30,1,0,1,0,1,250,15,15,650000
الدمام,حي الشعلة,شمالية,5,1,3,25,1,0,1,1,1,200,14,14,650000
جدة,حي المنار,شمالية,5,1,3,20,2,0,1,1,1,133,11,11,485000
الدمام,حي الشعلة,شرقية,5,1,3,20,1,0,1,0,0,230,15,15,670000
الرياض,حي الياسمين,شمالية شرقية,3,1,2,36,2,10,1,0,1,120,10,10,780000
جدة,حي مريخ,شرقية,5,1,4,17,3,0,1,1,1,176,13,13,650000
جدة,حي الواحة,جنوبية,5,1,3,25,2,0,1,1,1,167,12,12,670000
جدة,حي الواحة,شمالية,4,1,3,20,4,0,1,1,1,132,11,11,420000
جدة,حي الواحة,شرقية,5,1,3,24,3,0,1,1,1,155,12,12,520000
الرياض,حي طويق,غربية,3,1,3,20,1,0,1,0,0,152,12,12,550000
مكة المكرمة,حي الخضراء,شمالية غربية,5,1,4,29,2,0,1,1,1,240,15,15,680000
الدمام,حي الشعلة,غربية,5,1,3,30,2,0,1,0,1,170,13,13,540000
جدة,حي الواحة,جنوبية,5,1,3,20,3,0,1,1,1,162,12,12,680000
بريدة,حي مشعل,شمالية,3,1,3,20,1,0,1,1,0,240,15,15,550000
مكة المكرمة,حي الملك فهد,جنوبية,5,1,3,15,2,0,1,1,1,190,13,13,690000
الرياض,حي طويق,شرقية,5,1,5,30,1,0,1,0,1,180,13,13,630000
الرياض,حي طويق,شمالية,4,1,4,60,2,0,1,0,1,200,14,14,605000
جدة,حي الواحة,شمالية,4,1,3,40,2,0,1,1,1,135,11,11,460000
جدة,حي مريخ,جنوبية شرقية,5,1,4,40,2,0,1,1,1,225,15,15,600000
الدمام,حي النور,غربية,5,1,3,40,1,0,0,0,1,175,13,13,480000
مكة المكرمة,حي بطحاء قريش,شمالية,4,1,4,21,2,0,1,1,1,140,11,11,600000
الدمام,حي الشعلة,جنوبية,5,1,3,20,1,0,1,0,1,180,13,13,580000
الدمام,حي النور,شرقية,5,1,3,45,1,0,0,0,1,175,13,13,530000
الرياض,حي طويق,شرقية,7,1,5,30,1,0,1,0,0,270,16,16,745000
الدمام,حي النور,شرقية,3,1,3,5,2,0,1,1,1,150,12,12,460000
الخبر,حي الحمرا,شمالية,4,1,3,20,3,0,1,1,1,198,14,14,720000
الدمام,حي الشعلة,غربية,5,1,3,20,1,0,1,1,1,180,13,13,570000
الرياض,حي طويق,شمالية,7,1,5,30,1,0,1,0,0,270,16,16,745000
الدمام,حي الفردوس,جنوبية غربية,7,1,4,5,1,0,1,1,1,270,16,16,700000
جدة,حي الواحة,غربية,4,1,4,24,3,0,1,1,1,136,11,11,399000
الدمام,حي الشعلة,غربية,4,1,3,30,2,0,1,0,1,220,14,14,630000
جدة,حي الواحة,شمالية,4,1,4,25,4,1,1,1,1,203,14,14,610000
جدة,حي الواحة,غربية,4,1,3,20,2,0,1,1,1,130,11,11,480000
الدمام,حي الفيحاء,غربية,5,1,3,30,1,0,1,0,1,180,13,13,510000
الرياض,حي طويق,شرقية,5,1,3,30,1,0,1,0,1,177,13,13,600000
الدمام,حي الشعلة,غربية,5,1,3,30,3,0,1,0,1,175,13,13,520000
الدمام,حي النور,شمالية,4,1,3,25,2,0,1,0,1,240,15,15,620000
جدة,حي المنار,شرقية,4,1,3,21,3,0,1,1,1,134,11,11,465000
الدمام,حي النور,جنوبية,5,1,3,40,1,0,0,0,1,175,13,13,520000
جدة,حي الواحة,شمالية شرقية,4,1,3,20,2,0,1,1,1,130,11,11,390000
جدة,حي الواحة,شمالية,5,1,4,40,5,0,1,1,1,280,16,16,750000
جدة,حي الريان,غربية,3,1,3,15,1,0,1,1,1,109,10,10,410000
جدة,حي الواحة,جنوبية غربية,5,1,3,20,3,0,1,1,1,172,13,13,475000
مكة المكرمة,حي البحيرات,شرقية,5,1,3,15,1,0,1,1,1,220,14,14,670000
الرياض,حي ظهرة لبن,شمالية شرقية,5,1,3,30,1,2,1,0,0,145,12,12,600000
جدة,حي الفيصلية,شمالية,5,1,3,25,3,0,1,1,1,171,13,13,570000
جدة,حي ابرق الرغامة,شمالية,5,1,4,15,3,0,1,1,1,225,15,15,770000
الرياض,حي طويق,شرقية,4,1,5,31,1,0,1,0,1,170,13,13,520000
جدة,حي الصفا,شرقية,5,1,3,16,4,0,1,1,1,170,13,13,520000
جدة,حي مريخ,غربية,6,1,4,20,2,0,1,1,1,194,13,13,690000
الدمام,حي النور,غربية,4,1,3,18,3,6,1,1,1,150,12,12,470000
جدة,حي مريخ,شمالية شرقية,5,1,5,16,2,0,1,1,1,245,15,15,710000
الجبيل,حي مخطط الدخل المحدود,شرقية,3,1,3,30,1,0,1,0,0,225,15,15,580000
جدة,حي الواحة,شرقية,4,1,3,20,3,0,1,1,1,125,11,11,475000
الدمام,حي الشعلة,شمالية,5,2,3,30,2,0,1,1,1,300,17,17,720000
مكة المكرمة,حي بطحاء قريش,جنوبية غربية,5,1,4,15,2,0,1,1,1,220,14,14,770000
جدة,حي الريان,شمالية,4,1,3,12,5,0,1,1,1,200,14,14,760000
جدة,حي الواحة,شمالية شرقية,3,1,3,20,4,0,1,1,1,108,10,10,465000
جدة,حي الواحة,شمالية,4,1,3,26,4,0,1,1,1,148,12,12,480000
الدمام,حي الشعلة,شمالية,5,1,3,20,2,0,1,0,1,200,14,14,670000
الدمام,حي الشعلة,جنوبية,5,1,3,20,3,0,1,1,1,180,13,13,675000
الدمام,حي الشعلة,شمالية,5,1,3,20,2,0,1,1,1,200,14,14,650000
جدة,حي طيبة,شمالية شرقية,4,1,5,20,5,0,1,1,1,425,20,20,750000
الظهران,حي هجر,شرقية,5,1,3,20,1,0,0,0,0,190,13,13,600000
جدة,حي الواحة,شمالية,4,1,3,25,5,0,1,1,1,140,11,11,420000
جدة,حي الصفا,شرقية,4,1,3,20,2,0,1,1,1,157,12,12,450000
الجبيل,حي مخطط الدخل المحدود,جنوبية,4,1,4,40,2,0,1,0,0,293,17,17,700000
جدة,حي الواحة,جنوبية غربية,5,1,3,20,3,0,1,1,1,172,13,13,475000
المدينة المنورة,حي العريض,جنوبية غربية,5,1,4,15,1,0,0,1,1,200,14,14,500000
جدة,حي الواحة,شمالية شرقية,5,1,3,20,1,0,1,1,1,180,13,13,580000
الدمام,حي الشعلة,غربية,5,1,3,20,4,0,1,0,1,240,15,15,700000
الخبر,حي الحمرا,جنوبية شرقية,5,1,3,25,3,0,0,1,1,210,14,14,720000
جدة,حي الواحة,شمالية,4,1,3,40,2,0,0,1,1,120,10,10,520000
جدة,حي الواحة,جنوبية,5,1,4,20,5,0,1,1,1,330,18,18,740000
الدمام,حي الشعلة,جنوبية,5,1,3,20,2,0,1,1,1,195,13,13,660000
جدة,حي الواحة,شمالية,4,1,3,20,2,0,1,1,1,126,11,11,550000
جدة,حي الواحة,شمالية شرقية,4,1,3,29,7,0,1,1,1,150,12,12,480000
الرياض,حي ظهرة لبن,جنوبية,3,1,3,30,2,0,1,0,1,150,12,12,740000
الرياض,حي اليرموك,شرقية,3,2,5,31,2,0,1,1,1,141,11,11,797000
الدمام,حي الشعلة,غربية,5,1,3,30,2,0,1,1,1,170,13,13,540000
الدمام,حي الشعلة,شمالية,5,1,3,25,1,0,1,1,1,195,13,13,670000
الرياض,حي طويق,غربية,6,1,4,30,2,0,1,0,1,196,14,14,625000
الرياض,حي لبن,شرقية,4,1,2,40,2,11,1,0,1,133,11,11,450000
الدمام,حي الشعلة,شمالية,4,2,3,20,1,0,1,1,0,181,13,13,585000
الظهران,حي هجر,جنوبية,5,1,3,30,1,0,1,0,1,170,13,13,610000
الدمام,حي النور,غربية,3,1,3,5,2,0,1,1,1,150,12,12,460000
صفوى,حي ابو معن,غربية,5,1,4,30,2,0,0,0,0,182,13,13,650000
الرياض,حي طويق,غربية,5,3,3,28,1,0,1,0,1,172,13,13,520000
الرياض,حي المونسية,جنوبية,3,1,3,30,3,0,1,1,0,100,10,10,705000
جدة,حي الواحة,شمالية,5,3,3,41,4,0,1,1,1,170,13,13,590000
الدمام,حي النور,غربية,4,1,4,60,2,0,1,0,1,250,15,15,700000
جدة,حي الواحة,شمالية,5,1,3,65,3,0,1,1,1,170,13,13,570000
الدمام,حي الشعلة,شرقية,5,1,3,20,1,0,1,0,1,225,15,15,670000
الظهران,حي هجر,شرقية,4,3,3,61,1,0,1,0,1,195,13,13,650000
جدة,حي الواحة,شمالية,4,1,3,25,3,0,1,1,1,130,11,11,530000
الرياض,حي طويق,غربية,5,1,4,30,2,0,1,0,1,192,13,13,605000
الجبيل,حي مخطط الدخل المحدود,جنوبية,4,1,3,30,1,10,0,0,0,153,12,12,500000
جدة,حي الصوارى,شرقية,5,2,4,13,2,0,0,0,0,166,12,12,750000
الدمام,حي الشعلة,جنوبية,5,1,3,21,1,0,1,0,0,190,13,13,580000
الدمام,حي الشعلة,جنوبية شرقية,4,1,3,30,1,0,1,1,1,225,15,15,660000
جدة,حي الواحة,جنوبية,5,1,3,20,3,0,1,1,1,162,12,12,680000
جدة,حي الواحة,شرقية,5,1,3,20,3,0,1,1,1,155,12,12,520000
الدمام,حي الشعلة,شمالية,5,1,3,21,2,0,1,0,1,200,14,14,670000
جدة,حي الواحة,شرقية,5,1,3,24,3,0,1,1,1,155,12,12,520000
الدمام,حي النور,شرقية,5,1,3,20,2,0,1,1,1,200,14,14,670000
عنيزة,حي السحيمية,غربية,4,1,2,15,2,10,1,1,0,198,14,14,390000
الدمام,حي الشعلة,شرقية,5,1,3,24,2,0,1,0,1,190,13,13,640000
الدمام,حي الشعلة,شرقية,5,1,3,30,2,0,1,0,1,170,13,13,540000
جدة,حي الواحة,شرقية,5,1,3,26,2,0,0,1,1,170,13,13,700000
جدة,حي المنار,شمالية,5,1,3,20,2,0,1,1,1,133,11,11,485000
الدمام,حي الشعلة,جنوبية,5,1,3,25,1,0,1,1,1,200,14,14,650000
الرياض,حي ظهرة لبن,شرقية,3,1,2,30,2,6,1,0,0,132,11,11,750000
جدة,حي الواحة,جنوبية,4,1,3,20,4,0,0,1,1,240,15,15,790000
جدة,حي الريان,شرقية,4,1,3,16,3,0,1,1,1,160,12,12,600000
الرياض,حي بدر,غربية,5,1,4,30,2,0,1,0,1,210,14,14,600000
الدمام,حي النور,شمالية,4,1,3,51,2,0,1,1,1,225,15,15,580000
عنيزة,حي الوفاء,أربع شوارع,4,2,4,15,1,0,1,1,0,200,14,14,550000
الخبر,حي الحمرا,جنوبية,5,1,3,20,2,0,1,0,1,190,13,13,680000
جدة,حي الواحة,شرقية,4,1,3,20,3,0,1,1,1,125,11,11,475000
الخبر,حي الحمرا,جنوبية,5,1,3,17,3,0,0,1,1,190,13,13,660000
الرياض,حي حطين,شرقية,2,2,2,30,3,0,1,1,1,115,10,10,700000
جدة,حي الفيحاء,غربية,5,1,3,22,3,0,1,1,1,170,13,13,635000
الرياض,حي طويق,غربية,7,2,5,30,1,0,1,0,1,260,16,16,710000
جدة,حي الواحة,شمالية,5,1,2,23,3,0,1,1,1,180,13,13,520000
جدة,حي الواحة,شمالية شرقية,4,1,3,40,2,0,1,1,1,136,11,11,410000
جدة,حي مريخ,شرقية,5,1,4,25,2,0,1,1,1,203,14,14,680000
جدة,حي الواحة,غربية,3,1,2,20,2,0,0,1,1,95,9,9,440000
جدة,حي طيبة,شمالية,4,1,3,20,3,0,1,1,1,160,12,12,470000
الدمام,حي النور,شمالية,5,1,3,30,1,0,0,1,1,187,13,13,650000
جدة,حي الواحة,شمالية,5,1,4,20,2,0,1,1,1,160,12,12,670000
الدمام,حي الفيحاء,شمالية,7,1,4,40,1,0,0,0,1,220,14,14,540000
الرياض,حي طويق,شرقية,5,1,3,30,1,0,1,0,0,170,13,13,540000
الدمام,حي الشعلة,جنوبية,5,1,3,15,1,0,1,0,0,185,13,13,580000
الرياض,حي ظهرة لبن,جنوبية غربية,6,2,3,28,1,8,1,0,1,134,11,11,650000
صفوى,حي ابو معن,غربية,5,1,4,30,2,0,0,0,0,182,13,13,650000
جدة,حي الريان,شمالية,4,1,2,39,4,2,1,1,1,103,10,10,440000
جدة,حي الواحة,شمالية,4,1,3,26,5,0,1,1,1,148,12,12,480000
جدة,حي الواحة,جنوبية شرقية,4,1,3,11,2,0,1,1,1,130,11,11,570000
الدمام,حي النور,غربية,3,1,3,60,2,0,1,1,1,173,13,13,470000
الدمام,حي الشعلة,شمالية,5,1,3,20,3,0,1,0,1,196,14,14,670000
الرياض,حي ظهرة لبن,جنوبية,5,1,3,30,1,0,1,0,1,900,30,30,730000
جدة,حي الواحة,شمالية,4,1,3,20,3,0,1,1,1,138,11,11,430000
الدمام,حي النور,شرقية,3,1,3,5,2,0,1,1,1,150,12,12,460000
الدمام,حي الشعلة,شمالية,5,1,3,25,1,0,1,1,1,200,14,14,650000
جدة,حي الواحة,شمالية,5,1,4,20,3,0,0,1,1,172,13,13,720000
جدة,حي الفيحاء,غربية,5,1,5,25,2,0,1,1,1,187,13,13,690000
جدة,حي الواحة,شمالية,4,1,3,25,1,0,1,1,1,136,11,11,440000
الرياض,حي طويق,جنوبية,3,1,4,30,2,0,1,1,1,190,13,13,670000
جدة,حي المنار,شمالية,4,1,3,27,3,0,1,1,1,147,12,12,479000
الجبيل,حي مخطط الدخل المحدود,جنوبية,5,1,3,30,2,0,1,0,0,200,14,14,580000
جدة,حي الواحة,شمالية,6,1,3,20,2,0,1,1,1,190,13,13,680000
الرياض,حي ظهرة لبن,شمالية,3,1,2,30,1,0,1,0,1,126,11,11,460000
الدمام,حي الشعلة,شرقية,5,1,3,15,1,0,0,0,0,184,13,13,565000
جدة,حي الواحة,شمالية,4,1,3,26,5,0,1,1,1,150,12,12,470000
الدمام,حي النور,شمالية,6,1,3,30,4,0,1,0,1,215,14,14,700000
جدة,حي الواحة,جنوبية شرقية,4,1,3,10,2,0,1,1,1,140,11,11,550000
الدمام,حي النور,غربية,5,1,4,18,2,0,1,1,1,176,13,13,620000
مكة المكرمة,حي الشوقية,جنوبية شرقية,5,1,3,15,2,0,1,1,1,210,14,14,770000
الرياض,حي النرجس,جنوبية غربية,3,1,3,36,1,0,0,0,1,107,10,10,770000
الدمام,حي الشعلة,شرقية,5,1,3,20,1,0,0,0,0,190,13,13,640000
جدة,حي النسيم,شمالية,5,1,4,41,2,0,1,1,1,177,13,13,770000
جدة,حي الربوة,جنوبية غربية,4,1,3,20,2,1,1,1,1,128,11,11,570000
الدمام,حي الشعلة,شرقية,5,1,3,19,4,0,1,0,1,220,14,14,590000
الدمام,حي النور,شمالية,5,1,4,0,1,0,1,1,1,230,15,15,570000
مكة المكرمة,حي بطحاء قريش,جنوبية,4,1,3,20,2,5,1,0,1,150,12,12,550000
الدمام,حي النور,جنوبية,5,1,3,40,2,0,0,0,1,175,13,13,550000
الظهران,حي هجر,غربية,6,1,3,20,2,0,1,0,1,205,14,14,670000
الرياض,حي طويق,غربية,1,1,5,30,2,0,1,0,1,114,10,10,490000
الدمام,حي الشعلة,غربية,6,1,3,30,2,0,1,0,1,220,14,14,630000
الدمام,حي الشعلة,شمالية,5,1,3,18,3,0,0,0,1,222,14,14,710000
جدة,حي الواحة,جنوبية,5,1,3,20,2,0,0,1,1,146,12,12,660000
الرياض,حي ظهرة لبن,جنوبية غربية,6,2,3,28,1,8,1,0,1,134,11,11,650000
الظهران,حي هجر,شمالية,3,1,3,30,1,0,1,0,1,171,13,13,550000
الرياض,حي اليرموك,شرقية,2,1,3,30,1,0,1,1,1,141,11,11,659000
جدة,حي الصفا,شمالية شرقية,5,1,5,40,3,0,1,1,1,220,14,14,750000
جدة,حي مريخ,شمالية غربية,5,2,3,20,5,0,1,1,1,190,13,13,650000
جدة,حي طيبة,شمالية,5,1,5,20,5,0,1,1,1,261,16,16,720000
جدة,حي الريان,شمالية,5,1,3,25,5,0,1,1,1,210,14,14,600000
جدة,حي النسيم,جنوبية,5,1,3,20,3,0,1,1,1,179,13,13,770000
جدة,حي الواحة,شمالية,5,1,4,40,5,0,1,1,1,280,16,16,750000
جدة,حي الربوة,شمالية,5,1,4,18,1,0,1,1,1,202,14,14,780000
جدة,حي الواحة,شرقية,5,1,4,20,4,0,1,1,1,175,13,13,740000
جدة,حي طيبة,شمالية,5,1,4,25,2,0,1,1,1,170,13,13,510000
جازان,حي الشاطئ,شمالية,5,1,3,15,2,0,1,0,1,217,14,14,590000
بريدة,حي النصار,غربية,4,2,4,15,2,0,1,1,0,180,13,13,500000
جدة,حي مريخ,شمالية غربية,5,1,4,16,5,4,1,1,1,98,9,9,580000
الدمام,حي الشعلة,غربية,6,1,3,30,1,0,1,1,1,220,14,14,630000
جدة,حي الواحة,غربية,5,1,3,20,3,0,0,1,1,162,12,12,660000
الظهران,حي هجر,شرقية,5,1,3,20,1,0,0,0,0,190,13,13,600000
الدمام,حي النور,شرقية,3,1,4,60,3,0,1,1,1,185,13,13,660000
المدينة المنورة,حي العريض,جنوبية غربية,5,1,4,15,2,0,1,1,1,185,13,13,740000
الرياض,حي طويق,غربية,7,2,5,30,1,0,1,0,1,260,16,16,710000
الجبيل,حي مخطط الدخل المحدود,شرقية,4,1,4,40,2,0,1,0,0,250,15,15,650000
جدة,حي الواحة,غربية,3,1,3,16,2,0,1,0,1,600,24,24,360000
جدة,حي ابرق الرغامة,جنوبية شرقية,6,1,5,19,2,0,1,1,1,230,15,15,685000
الجبيل,حي مخطط الدخل المحدود,غربية,4,1,4,20,1,0,1,1,0,205,14,14,670000
الدمام,حي الشعلة,غربية,5,1,3,15,1,0,1,0,0,185,13,13,580000
الدمام,حي الشعلة,شمالية,5,1,3,21,2,0,1,0,1,200,14,14,670000
الجبيل,حي مخطط الدخل المحدود,شرقية,5,1,4,20,2,0,1,1,1,200,14,14,590000
جدة,حي الصوارى,شرقية,5,2,4,13,2,0,0,0,0,166,12,12,750000
الخبر,حي الحمرا,شمالية,5,1,3,20,2,0,1,1,1,192,13,13,665000
جدة,حي الواحة,غربية,4,1,3,21,3,0,1,1,1,121,11,11,410000
جدة,حي مريخ,شمالية غربية,5,1,3,15,1,0,1,1,1,150,12,12,530000
جازان,حي الشاطئ,شمالية,5,1,3,20,1,0,1,0,1,215,14,14,550000
الرياض,حي النظيم,شرقية,2,1,2,36,1,5,1,0,0,111,10,10,410000
جدة,حي المروة,شمالية,4,1,3,25,4,0,1,1,1,131,11,11,460000
الجبيل,حي مخطط الدخل المحدود,جنوبية,4,1,4,40,1,0,1,0,0,216,14,14,650000
جدة,حي الواحة,شمالية,4,1,3,23,3,0,1,1,1,160,12,12,530000
جدة,حي الواحة,شمالية,5,1,4,20,3,0,0,1,1,172,13,13,720000
جدة,حي مريخ,جنوبية شرقية,5,1,5,18,3,0,1,1,1,244,15,15,680000
الجبيل,حي مخطط الدخل المحدود,جنوبية,7,1,4,30,1,0,1,1,0,900,30,30,690000
الظهران,حي هجر,غربية,5,1,4,18,2,0,1,1,1,175,13,13,630000
جدة,حي الواحة,غربية,4,1,3,16,3,0,0,0,0,150,12,12,600000
جدة,حي الواحة,شمالية,4,1,3,40,3,0,0,1,1,113,10,10,530000
جدة,حي الواحة,شمالية,5,1,3,21,2,0,1,1,1,156,12,12,530000
جدة,حي مريخ,شمالية شرقية,5,1,5,20,3,0,1,1,0,260,16,16,750000
الدمام,حي الشعلة,شمالية,5,1,3,18,2,0,1,1,1,195,13,13,665000
الرياض,حي طويق,غربية,7,2,5,30,1,0,1,0,1,270,16,16,745000
الدمام,حي الشعلة,جنوبية,5,1,3,15,1,0,1,0,0,185,13,13,560000
الدمام,حي الضباب,شرقية,6,1,4,40,2,0,1,1,1,232,15,15,750000
الدمام,حي الفيحاء,شرقية,3,1,3,4,2,0,1,1,1,150,12,12,460000
جدة,حي مريخ,شرقية,5,1,4,17,3,0,1,1,1,176,13,13,650000
الدمام,حي النور,غربية,3,1,3,60,3,0,1,0,1,225,15,15,450000
الدمام,حي النور,شرقية,5,1,4,25,2,0,1,1,1,235,15,15,560000
الدمام,حي الشعلة,شمالية,5,2,3,30,2,0,1,1,1,300,17,17,720000
جدة,حي الصفا,شمالية شرقية,5,1,5,18,4,0,1,1,1,290,17,17,750000
الرياض,حي طويق,شرقية,5,1,3,30,2,0,1,0,1,198,14,14,605000
الرياض,حي طويق,شمالية,5,1,4,30,2,0,1,0,1,196,14,14,650000
الدمام,حي النور,غربية,4,1,3,40,2,0,1,1,1,185,13,13,530000
الدمام,حي الشعلة,شمالية,5,1,3,15,1,0,1,0,0,185,13,13,560000
الظهران,حي هجر,غربية,5,1,4,18,2,0,1,1,1,175,13,13,650000
الدمام,حي الشعلة,شرقية,5,1,3,20,1,0,1,0,0,190,13,13,610000
الدمام,حي النور,شرقية,5,1,3,25,1,0,1,1,1,180,13,13,520000
الرياض,حي طويق,شرقية,5,1,4,20,2,0,1,0,1,155,12,12,560000
الدمام,حي الشعلة,شمالية,4,1,4,30,2,0,1,1,1,235,15,15,680000
الدمام,حي الشعلة,شمالية شرقية,5,1,3,25,2,0,1,1,1,200,14,14,650000
الرياض,حي اليرموك,جنوبية,3,2,5,30,1,0,1,1,1,148,12,12,799000
الدمام,حي النور,شرقية,3,1,3,5,2,0,1,1,1,150,12,12,460000
الدمام,حي النور,شمالية,4,1,3,25,2,0,1,0,1,240,15,15,620000
عنيزة,حي اليمامة,غربية,3,3,4,20,1,0,1,1,0,270,16,16,520000
الدمام,حي الشعلة,شمالية شرقية,5,1,3,30,1,0,1,1,1,200,14,14,650000
الدمام,حي الشعلة,غربية,5,1,3,15,1,0,1,0,0,185,13,13,580000
الرياض,حي طويق,شمالية,4,1,3,30,2,0,1,0,1,184,13,13,635000
جدة,حي الواحة,شمالية,4,1,3,20,2,0,1,1,1,140,11,11,450000
الظهران,حي هجر,غربية,6,1,3,20,1,0,1,0,0,205,14,14,670000
جدة,حي مريخ,غربية,5,1,4,17,2,0,1,1,1,218,14,14,620000
جدة,حي الواحة,غربية,3,1,3,16,2,0,1,0,1,600,24,24,360000
جدة,حي الريان,شمالية شرقية,5,1,3,10,2,0,1,1,1,170,13,13,680000
الدمام,حي الشعلة,شمالية,5,1,3,15,1,0,1,0,0,180,13,13,580000
الدمام,حي جامعة الدمام,غربية,5,2,4,18,2,0,1,0,0,170,13,13,580000
الرياض,حي القادسية,شرقية,3,1,2,31,1,8,1,0,0,117,10,10,700000
الدمام,حي النور,غربية,6,1,4,40,1,0,1,1,1,220,14,14,660000
صفوى,حي ابو معن,شرقية,4,1,4,40,1,0,1,0,1,255,15,15,700000
الدمام,حي الشعلة,جنوبية شرقية,4,1,3,30,1,0,1,1,1,225,15,15,660000
الدمام,حي النور,جنوبية شرقية,5,1,3,50,2,0,1,1,1,182,13,13,500000
الرياض,حي اليرموك,شمالية شرقية,3,1,2,30,3,0,0,0,1,160,12,12,730000
الدمام,حي الشعلة,شمالية,5,1,3,5,1,0,1,0,1,171,13,13,600000
الدمام,حي الشعلة,غربية,6,1,3,30,1,0,1,1,1,205,14,14,630000
الدمام,حي الشعلة,جنوبية,5,1,3,15,1,0,0,0,0,185,13,13,560000
جدة,حي الواحة,جنوبية,5,1,3,20,2,0,0,1,1,164,12,12,670000
جدة,حي مريخ,شمالية,5,2,5,27,2,0,1,1,1,250,15,15,740000
جدة,حي مريخ,شمالية,5,1,5,30,3,0,1,1,1,250,15,15,750000
الرياض,حي طويق,غربية,3,1,2,25,1,0,1,0,1,175,13,13,640000
الظهران,حي هجر,شمالية,5,1,3,20,1,0,1,0,1,180,13,13,580000
الرياض,حي طويق,شرقية,5,1,3,30,1,0,1,0,0,170,13,13,540000
جدة,حي مريخ,غربية,4,1,3,20,2,0,1,1,1,155,12,12,580000
